,id,is_free,price,total_positive_reviews,total_negative_reviews,Adventure,Casual,Indie,RPG,Action,Strategy,Simulation,Sports,Massively Multiplayer,Violent,Free to Play,Early Access,Gore,Nudity,Single-player,Steam Trading Cards,Steam Cloud,Partial Controller Support,Full controller support,Multi-player,Steam Achievements,Steam Workshop,Co-op,Steam Leaderboards,Online Co-op,Local Co-op,Shared/Split Screen,Stats,Online Multi-Player,Cross-Platform Multiplayer,SteamVR Collectibles,Local Multi-Player,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV,Valve Anti-Cheat enabled,Commentary available,Captions available,Includes level editor,In-App Purchases,VR Support,MMO,tag_action,tag_atmospheric,tag_co,tag_fantasy,tag_fi,tag_great,tag_indie,tag_multiplayer,tag_op,tag_open,tag_person,tag_rich,tag_rpg,tag_sci,tag_soundtrack,tag_story,tag_strategy,tag_world,pyear,pmonth,pday,ryear,rmonth,rday,delta_days,scores,playtime_forever
60,60,True,0.0,116.0,1.0,1,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0.19,0.0,0.58,0.0,0.0,0.0,0.0,0.49,0.58,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,11.0,19.0,2016,6,28,509.0,99.14529914529915,0.36666666666666653
61,61,False,1100.0,53.0,33.0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.59,0.0,2018.0,3.0,13.0,2016,10,11,518.0,61.627906976744185,0.8666666666666667
62,62,False,11200.0,16682.0,1430.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.33,0.0,0.0,0.47,0.33,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.47,0.33,0.0,0.0,0.0,2017.0,12.0,21.0,2014,10,6,1172.0,92.10468197879858,0.0
63,63,True,0.0,696.0,129.0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0.17,0.19,0.52,0.0,0.0,0.0,0.18,0.44,0.52,0.24,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.23,2015.0,8.0,3.0,2013,10,31,641.0,84.36363636363636,0.0
64,64,False,3600.0,1895.0,161.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.0,0.64,0.0,0.0,0.0,0.0,0.36,0.64,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018.0,2.0,16.0,2010,9,28,2698.0,92.1692607003891,0.0
65,65,True,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0.37,0.0,0.0,0.59,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,2019.0,6.0,20.0,2019,6,20,0.0,-1.0,0.0
66,66,False,5000.0,388.0,93.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.19,0.51,0.27,0.27,0.0,0.18,0.0,0.51,0.24,0.22,0.0,0.0,0.27,0.0,0.0,0.0,0.23,2017.0,10.0,28.0,2013,4,30,1642.0,80.66528066528068,0.0
67,67,True,0.0,31.0,0.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,11.0,19.0,2016,5,31,537.0,100.0,0.5666666666666667
68,68,False,5800.0,20873.0,1450.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.43,0.0,0.28,0.35,0.0,0.38,0.0,0.0,0.0,0.43,0.0,0.0,0.4,0.37,2018.0,9.0,16.0,2019,7,30,-317.0,93.50445728620706,1.6333333333333333
69,69,False,4800.0,927.0,82.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0.0,0.39,0.0,0.0,0.29,0.27,0.0,0.39,0.36,0.0,0.0,0.36,0.0,0.29,0.0,0.0,0.35,2017.0,6.0,28.0,2015,4,16,804.0,91.87314172447968,1.1
70,70,False,2600.0,827.0,99.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.55,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018.0,6.0,21.0,2017,4,26,421.0,89.30885529157668,0.0
71,71,False,9000.0,12603.0,1460.0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.47,0.0,0.0,0.46,0.0,0.0,0.0,0.49,0.45,2019.0,2.0,27.0,2018,12,6,83.0,89.61814691033207,0.4666666666666667
72,72,False,3600.0,9347.0,971.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.32,0.0,0.0,0.0,0.32,0.3,0.0,0.0,0.0,0.0,0.36,0.4,0.0,0.32,0.36,0.42,0.0,2018.0,4.0,23.0,2016,11,9,530.0,90.58926148478386,1.1
73,73,False,4800.0,223.0,67.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0.33,0.0,0.0,0.47,0.0,0.31,0.0,0.0,0.0,0.0,0.37,0.0,0.47,0.0,0.37,0.0,0.0,2018.0,3.0,1.0,2017,7,11,233.0,76.89655172413794,0.0
74,74,False,3600.0,32422.0,1690.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.33,0.0,0.0,0.0,0.0,0.0,0.35,0.42,0.0,0.46,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.45,2017.0,4.0,11.0,2012,11,2,1621.0,95.04573170731707,0.13333333333333333
75,75,False,3600.0,94.0,55.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.0,2018.0,1.0,30.0,2007,7,17,3850.0,63.08724832214765,0.0
76,76,False,4800.0,-1.0,-1.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0.24,0.0,0.34,0.0,0.24,0.22,0.0,0.0,0.0,0.0,0.27,0.59,0.0,0.24,0.27,0.0,0.0,-1.0,-1.0,-1.0,2011,8,16,0.0,-1.0,0.0
77,77,False,2600.0,608.0,197.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.31,0.34,0.0,0.0,0.0,0.34,0.32,0.0,0.0,0.0,0.4,0.38,0.0,0.0,0.34,0.39,0.0,0.0,2018.0,7.0,2.0,2016,4,4,819.0,75.527950310559,3.066666666666667
78,78,False,7800.0,1990.0,412.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.27,0.0,0.39,0.38,0.27,0.25,0.0,0.0,0.0,0.31,0.3,0.0,0.38,0.27,0.3,0.0,0.0,2019.0,6.0,27.0,2017,7,21,706.0,82.84762697751873,0.0
79,79,False,3600.0,31291.0,1358.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.0,0.51,0.0,0.0,0.19,0.0,0.21,0.51,0.23,0.43,0.0,0.23,0.0,0.19,0.0,0.0,0.23,2017.0,8.0,1.0,2011,11,17,2084.0,95.84060767557965,1.85
80,80,False,9900.0,2638.0,424.0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.43,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.46,2019.0,6.0,27.0,2017,7,14,713.0,86.15284128020902,0.0
81,81,False,3200.0,3430.0,136.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.29,0.0,0.44,0.0,0.0,0.32,0.0,0.37,0.44,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.43,0.0,2019.0,2.0,8.0,2013,10,21,1936.0,96.18620302860347,0.05
82,82,False,6800.0,11298.0,491.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0.13,0.15,0.6,0.21,0.0,0.15,0.14,0.34,0.6,0.0,0.0,0.0,0.18,0.0,0.15,0.0,0.0,0.0,2016.0,11.0,3.0,2013,6,6,1246.0,95.8351005174315,5.916666666666668
83,83,False,9500.0,1382.0,390.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.25,0.0,0.0,0.4,0.39,0.28,0.0,0.0,0.0,0.0,0.0,0.31,0.34,0.39,0.28,0.31,0.0,0.0,2019.0,2.0,23.0,2018,2,27,361.0,77.99097065462755,6.366666666666666
84,84,False,7800.0,3958.0,1430.0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.0,2017.0,12.0,22.0,2013,10,14,1530.0,73.4595397178916,0.0
85,85,True,0.0,261.0,49.0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.18,0.0,0.56,0.0,0.0,0.0,0.19,0.47,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,2017.0,1.0,4.0,2015,1,30,705.0,84.19354838709677,0.13333333333333333
86,86,False,600.0,6148.0,172.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.5,0.0,0.0,0.0,0.51,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,2016.0,9.0,20.0,2015,7,6,442.0,97.27848101265822,0.11666666666666667
87,87,False,6800.0,331.0,203.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0.0,0.43,0.0,0.0,0.0,0.0,0.36,0.43,0.39,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.38,2018.0,1.0,30.0,2008,2,29,3623.0,61.985018726591754,0.0
88,88,True,0.0,5016.0,425.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.49,0.0,0.0,0.0,2019.0,7.0,29.0,2011,11,3,2825.0,92.18893585737916,0.0
89,89,False,16800.0,14647.0,3002.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.14,0.57,0.2,0.0,0.14,0.0,0.32,0.57,0.17,0.16,0.16,0.0,0.0,0.14,0.16,0.0,0.17,2017.0,11.0,27.0,2016,2,4,662.0,82.99053770751884,3.083333333333333
90,90,False,9900.0,68660.0,27235.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0.17,0.0,0.0,0.24,0.17,0.0,0.0,0.0,0.21,0.6,0.19,0.42,0.24,0.17,0.19,0.0,0.21,2017.0,12.0,7.0,2015,11,9,759.0,71.59914489806559,32.766666666666666
91,91,False,29900.0,678.0,175.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.34,0.31,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.3,2019.0,6.0,27.0,2017,3,21,828.0,79.4841735052755,0.1
92,92,False,9500.0,24817.0,1421.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0.25,0.0,0.0,0.36,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.31,0.36,0.0,0.0,0.67,0.0,2018.0,3.0,11.0,2012,10,11,1977.0,94.58419086820642,0.0
93,93,False,5000.0,2941.0,245.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.31,0.0,0.0,0.44,0.31,0.29,0.0,0.0,0.0,0.0,0.35,0.0,0.44,0.31,0.35,0.0,0.0,2018.0,5.0,11.0,2018,1,22,109.0,92.31010671688638,0.0
94,94,False,3700.0,115489.0,1653.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0.13,0.15,0.6,0.0,0.21,0.0,0.0,0.17,0.6,0.0,0.17,0.17,0.0,0.21,0.0,0.17,0.19,0.0,2016.0,11.0,28.0,2011,4,18,2051.0,98.58889211384474,0.45
95,95,False,11200.0,3102.0,536.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0.27,0.0,0.41,0.0,0.0,0.0,0.28,0.34,0.41,0.38,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.36,2017.0,12.0,27.0,2016,12,6,386.0,85.26663001649258,1.5333333333333334
96,96,False,3600.0,1127.0,185.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0.38,0.0,0.55,0.0,0.39,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,2018.0,11.0,17.0,2013,12,13,1800.0,85.89939024390245,0.0
97,97,False,7900.0,1393.0,153.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.32,0.0,0.46,0.0,0.32,0.3,0.0,0.0,0.0,0.37,0.36,0.0,0.0,0.32,0.36,0.0,0.0,2016.0,11.0,9.0,2013,5,28,1261.0,90.10349288486417,0.0
98,98,False,4800.0,328.0,44.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0.21,0.57,0.0,0.3,0.0,0.2,0.24,0.57,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,2018.0,2.0,16.0,2012,4,17,2131.0,88.17204301075269,0.0
99,99,False,4200.0,408.0,82.0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.0,0.0,0.0,0.0,0.43,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.56,0.0,2018.0,5.0,11.0,2016,8,18,631.0,83.26530612244898,0.0
100,100,False,3600.0,322460.0,14590.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0.19,0.0,0.57,0.0,0.0,0.0,0.2,0.48,0.57,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,10.0,31.0,2006,11,29,3989.0,95.67126539089156,0.8
101,101,False,6800.0,1415.0,210.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.29,0.0,0.0,0.41,0.29,0.27,0.0,0.0,0.0,0.34,0.33,0.0,0.41,0.29,0.33,0.0,0.0,2017.0,10.0,25.0,2017,8,1,85.0,87.07692307692308,0.1
102,102,False,3600.0,1015.0,94.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.41,0.41,0.29,0.0,0.0,0.0,0.0,0.34,0.33,0.0,0.41,0.29,0.33,0.0,0.0,2017.0,3.0,3.0,2007,5,1,3594.0,91.5238954012624,2.8
103,103,False,3600.0,468.0,43.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0.26,0.0,0.37,0.0,0.26,0.25,0.0,0.0,0.33,0.0,0.29,0.0,0.0,0.26,0.29,0.0,0.32,2017.0,10.0,28.0,2008,12,15,3239.0,91.58512720156556,0.0
104,104,False,2900.0,34729.0,1454.0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.3,0.0,0.0,0.42,0.3,0.28,0.0,0.0,0.0,0.0,0.0,0.37,0.42,0.3,0.0,0.39,0.0,2017.0,3.0,10.0,2012,9,14,1638.0,95.98153829146284,0.5
105,105,False,9800.0,2644.0,1256.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.23,0.0,0.34,0.36,0.36,0.25,0.0,0.29,0.34,0.0,0.0,0.0,0.0,0.36,0.25,0.0,0.33,0.0,2018.0,3.0,8.0,2016,4,21,686.0,67.7948717948718,0.0
106,106,False,8800.0,1813.0,188.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0.27,0.0,0.39,0.0,0.27,0.25,0.0,0.0,0.34,0.32,0.3,0.0,0.0,0.27,0.31,0.0,0.33,2019.0,4.0,9.0,2017,5,26,683.0,90.60469765117442,0.0
107,107,True,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018.0,9.0,1.0,2017,4,20,499.0,-1.0,0.03333333333333333
108,108,False,3700.0,463.0,131.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.39,0.0,0.0,0.0,0.4,0.37,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.4,0.45,0.0,0.0,2018.0,2.0,27.0,2018,2,22,5.0,77.94612794612794,0.0
109,109,False,7000.0,3129.0,595.0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0.28,0.39,0.0,0.0,0.0,0.27,0.33,0.39,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.38,0.35,2019.0,4.0,14.0,2017,11,16,514.0,84.02255639097744,1.6833333333333331
110,110,False,7900.0,611.0,212.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.34,0.0,0.49,0.0,0.34,0.32,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.34,0.39,0.0,0.0,2016.0,11.0,9.0,2014,5,6,918.0,74.24058323207777,0.0
111,111,False,6800.0,9038.0,696.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.25,0.35,0.36,0.0,0.25,0.24,0.0,0.35,0.0,0.0,0.29,0.32,0.0,0.25,0.29,0.33,0.0,2018.0,3.0,22.0,2014,4,29,1423.0,92.84980480788987,0.25
112,112,True,0.0,3.0,2.0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.37,0.0,0.0,0.0,0.59,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,2017.0,11.0,21.0,2015,1,19,1037.0,60.0,0.08333333333333333
113,113,False,6800.0,1683.0,395.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0.2,0.0,0.28,0.0,0.2,0.0,0.0,0.0,0.25,0.46,0.22,0.49,0.0,0.2,0.22,0.0,0.24,2016.0,11.0,28.0,2012,10,29,1491.0,80.99133782483156,1.75
114,114,False,6800.0,973.0,304.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0.0,0.0,0.0,0.35,0.25,0.0,0.28,0.0,0.31,0.57,0.0,0.0,0.35,0.25,0.0,0.0,0.3,2018.0,1.0,30.0,2018,7,3,-154.0,76.19420516836335,0.0
115,115,False,9900.0,9674.0,639.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0.19,0.0,0.0,0.27,0.19,0.0,0.0,0.0,0.24,0.45,0.22,0.47,0.27,0.19,0.22,0.0,0.23,2018.0,5.0,9.0,2008,12,19,3428.0,93.80393677882284,0.2
116,116,False,10000.0,8836.0,854.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58,0.32,0.0,0.46,0.0,0.32,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.32,0.0,0.0,0.0,2018.0,10.0,29.0,2017,4,11,566.0,91.18679050567596,0.0
117,117,False,6800.0,5190.0,553.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0.22,0.29,0.0,0.31,0.22,0.0,0.25,0.29,0.27,0.51,0.0,0.0,0.31,0.22,0.0,0.0,0.26,2018.0,1.0,30.0,2009,9,15,3059.0,90.37088629636078,0.0
118,118,False,1100.0,1373.0,91.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.73,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018.0,4.0,24.0,2016,1,29,816.0,93.78415300546447,1.4166666666666667
119,119,False,13800.0,3393.0,712.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.24,0.0,0.35,0.0,0.24,0.0,0.0,0.0,0.31,0.0,0.28,0.6,0.0,0.24,0.28,0.0,0.3,2017.0,4.0,10.0,2018,5,8,-393.0,82.65529841656516,2.533333333333333
120,120,False,6800.0,333.0,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,11.0,19.0,2016,4,5,593.0,93.27731092436974,2.3
121,121,False,4800.0,424.0,1442.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.26,0.0,0.59,0.21,0.0,0.0,0.0,0.17,0.59,0.0,0.17,0.0,0.36,0.0,0.0,0.0,0.0,0.0,2017.0,4.0,4.0,2014,7,31,978.0,22.722400857449088,0.0
122,122,False,7000.0,8121.0,850.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.39,0.0,0.0,0.0,0.39,0.37,0.45,0.0,0.0,0.46,0.0,0.0,0.0,0.39,0.0,0.0,0.0,2019.0,5.0,1.0,2019,1,29,92.0,90.52502508081595,0.5
